outcome,tract,metric,node,t,p,hemisphere,N,covariates,extent_threshold,cluster_p,passed
SOCIAL_dprime,l_vta_l_hipp,FA,61,1.4532,0.15312,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,62,1.495,0.14188,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,63,1.51,0.13803,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,64,1.5711,0.12317,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,65,1.6038,0.11574,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,66,1.6458,0.10678,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,67,1.6971,0.09658,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,68,1.7283,0.09079,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,69,1.763,0.08469,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,70,1.7972,0.07902,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,71,1.8349,0.07314,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,72,1.8791,0.06671,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,73,1.9309,0.05981,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,74,1.9809,0.05374,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,75,2.0338,0.04789,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,76,2.0543,0.04578,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,77,2.0473,0.04649,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,78,2.0089,0.05057,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,79,1.912,0.06226,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,80,1.7903,0.08013,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,81,1.6323,0.1096,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,82,1.4631,0.15039,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,83,1.2948,0.20199,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,84,1.1318,0.26372,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,85,1.0236,0.3115,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,86,0.9176,0.36374,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,87,0.8307,0.41055,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,88,0.7624,0.44981,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,89,0.6934,0.49162,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,90,0.6005,0.55121,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,91,0.4905,0.62614,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,92,0.3746,0.70974,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,93,0.2466,0.80632,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,94,0.1528,0.8792,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,95,0.0655,0.9481,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,96,0.008,0.99362,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,97,0.0127,0.98992,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,98,0.0223,0.98231,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_dprime,l_vta_l_hipp,FA,99,0.029,0.97695,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",23,0.3236,0
SOCIAL_FABias,l_vta_l_hipp,NDI,0,-1.9875,0.05298,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,1,-1.8216,0.07516,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,2,-1.6773,0.10042,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,3,-1.5091,0.13827,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,4,-1.3381,0.18759,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,5,-1.19,0.24029,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,6,-1.0512,0.2988,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,7,-0.9095,0.36796,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,8,-0.7846,0.4368,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,9,-0.6888,0.49448,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,10,-0.6179,0.53977,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,11,-0.6034,0.54929,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,12,-0.5035,0.61708,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,13,-0.4802,0.63338,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,14,-0.4809,0.63291,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,15,-0.4973,0.6214,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,16,-0.547,0.5871,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,17,-0.5983,0.55267,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,18,-0.6812,0.49925,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,19,-0.7627,0.44964,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,20,-0.8552,0.39698,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,21,-0.9492,0.34761,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,22,-1.0361,0.30571,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,23,-1.1126,0.2718,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,24,-1.1894,0.24051,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,25,-1.2546,0.21609,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,26,-1.3127,0.19593,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,27,-1.3288,0.1906,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,28,-1.3518,0.18321,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,29,-1.364,0.17934,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,30,-1.353,0.18282,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,31,-1.3586,0.18106,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,32,-1.3627,0.17975,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,33,-1.348,0.18441,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,34,-1.3116,0.1963,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,35,-1.2831,0.20603,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,36,-1.2733,0.20945,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,37,-1.2714,0.21013,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,38,-1.2522,0.21696,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,39,-1.2406,0.22118,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,40,-1.2475,0.21867,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,41,-1.2586,0.21466,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,42,-1.2725,0.20975,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,43,-1.2975,0.20108,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,44,-1.3104,0.1967,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,45,-1.3273,0.19112,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,46,-1.3531,0.18279,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,47,-1.3769,0.17535,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,48,-1.397,0.16926,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,49,-1.4173,0.16329,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,50,-1.4414,0.1564,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,51,-1.4756,0.147,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,52,-1.5062,0.139,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,53,-1.5486,0.12848,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,54,-1.6117,0.11402,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,55,-1.6881,0.09832,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,56,-1.7808,0.0817,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,57,-1.8773,0.06696,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,58,-1.9768,0.05421,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,59,-2.0763,0.04361,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,60,-2.1647,0.03575,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,61,-2.2666,0.02827,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,62,-2.3668,0.02231,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,63,-2.46,0.0178,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,64,-2.5093,0.01577,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,65,-2.5547,0.01408,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,66,-2.5879,0.01295,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,67,-2.6135,0.01214,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,68,-2.6205,0.01193,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,69,-2.6211,0.01191,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,70,-2.5875,0.01297,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,71,-2.4966,0.01627,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,72,-2.3881,0.02119,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,73,-2.2492,0.02944,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,74,-2.0792,0.04333,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,75,-1.8722,0.06768,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,76,-1.6424,0.10748,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,77,-1.3856,0.17269,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,78,-1.1459,0.2579,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,79,-0.9244,0.36018,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,80,-0.7408,0.46264,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,81,-0.6162,0.54086,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,82,-0.5062,0.61521,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,83,-0.3996,0.69137,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,84,-0.3165,0.75312,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,85,-0.2722,0.78671,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,86,-0.2703,0.78816,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,87,-0.2926,0.77119,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,88,-0.3302,0.74279,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,89,-0.3504,0.72766,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,90,-0.366,0.71605,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,91,-0.3821,0.70419,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,92,-0.4574,0.6496,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,93,-0.5099,0.61259,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,94,-0.5238,0.60301,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,95,-0.514,0.6098,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,96,-0.5244,0.60258,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,97,-0.5571,0.5802,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,98,-0.5632,0.57611,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_FABias,l_vta_l_hipp,NDI,99,-0.5603,0.57805,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",27,0.1162,0
SOCIAL_dprime,l_vta_l_hipp,NDI,0,2.0402,0.04722,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,1,2.0567,0.04554,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,2,2.1074,0.04069,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,3,2.1411,0.03772,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,4,2.1621,0.03597,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,5,2.1823,0.03434,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,6,2.193,0.03352,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,7,2.1942,0.03342,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,8,2.1836,0.03424,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,9,2.1909,0.03368,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,10,2.2051,0.0326,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,11,2.2111,0.03216,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,12,2.1665,0.03561,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,13,2.1209,0.03947,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,14,2.1404,0.03778,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,15,2.113,0.04018,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,16,2.1252,0.03909,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,17,2.1354,0.03821,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,18,2.1749,0.03494,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,19,2.2089,0.03232,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,20,2.2572,0.0289,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
SOCIAL_dprime,l_vta_l_hipp,NDI,21,2.2834,0.02718,L,52,"ICV, Mean_tckstats, Count_tckstats, absolute_motion, maternal_age",26,0.0032,1
